key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
HEALINGG_DESC,Cures all status ailments and unconsciousness.,Guérit l'évanouissement et toute autre altération d'état.,Cura tutti i problemi di stato e rianima.,ステータスすべてと　きぜつを　かいふくする。,모든 상태 이상과 의식 불명을 회복한다.,Cura todos los problemas de estado y la inconsciencia.,Cura todos los estados alterados y la inconsciencia.,Cura todas as condições negativas e inconsciência.,Leczy wszystkie dolegliwości i utratę przytomności.,Heilt alle Statusveränderungen und Bewusstlosigkeit.,Избавляет от всех недугов и приводит в чувство.,Позбавляє усіх недугів і повертає до свідомості.
HEALINGO_DESC,Healing γ for all allies.,Guérison γ pour tous les alliés.,Cura γ per tutti gli alleati.,みかたぜんいんに　ヒーリングγのこうか。,모든 아군을 회복하는 힐링 γ.,Cura γ para todos los aliados.,Sanar γ para todos los aliados.,Cura γ para todos os aliados.,Uzdrowienie γ dla wszystkich sojuszników.,Heilung γ für alle Verbündeten.,Все союзники получают Исцеление γ.,Оздоровлення γ для усіх союзників.
HYSTERICALLAUGH_NAME,Hysterical Laugh,Rire hystérique,Risata isterica,おおわらい,깔깔대기,Risa histérica,Risa histérica,Risada Histérica,Histeryczny Śmiech,Hysterisches Lachen,Истерический смех,Істеричний регіт
HYSTERICALLAUGH_DESC,Laugh very hysterically.,Rire de façon très hystérique.,Ridi in modo molto isterico.,とつぜん　おおごえでわらいだす。,아주 큰 소리로 깔깔거린다.,Ríe muy histéricamente.,Ríe muy histéricamente.,Ri de forma bem histérica.,Bardzo histeryczny śmiech.,Lache sehr hysterisch.,Пронзительный истерический смех.,"Пронизливий, істеричний регіт."
HYSTERICALLAUGH_DIALOG,{n0}{name} started laughing hysterically!,{n0}{name} commence à rire de façon hystérique ¦,{n0}{name} fa una risata isterica!,{name}は　おおごえで　わらいだした！,{name}{n0} 크게 박장대소했다! 깔깔!,¡{n0}{name} empezó a reírse histéricamente!,¡{n0}{name} ha empezado a reírse histéricamente!,{n0}{name} começou a rir histericamente!,{name} śmieje się histerycznie!,"{n0}{n10} begann, hysterisch zu lachen!",{name} начал{n6} истерически смеяться!,{name} поча{n6} істерично сміятися!
KARATECHOP_NAME,Karate Chop,Prise de karaté,Colpo di karate,からてチョップ,가라데 찹,Golpe karateka,Golpe karateka,Golpe de Karatê,Cios Karate,Karateschlag,Карате-удар,Карате-прийом
KARATECHOP_DESC,Deals damage to an enemy.,Infliger des dégâts à un ennemi.,Infligge danno a un nemico.,てきにダメージをあたえる。,적에게 피해를 준다.,Inflige daño a un enemigo.,Inflige daño a un enemigo.,Causa dano a um inimigo.,Zadaje obrażenia wrogowi.,Fügt einem Gegner Schaden zu.,Ранит врага.,Завдає шкоди ворогу.
KARATECHOP_DIALOG,{n0}{name} threw a karate chop!,{n0}{name} effectue une prise de karaté ¦,{n0}{name} esegue un colpo di karate!,{name}は\nからてチョップを　くりだした！,{name}{n0} 가라데 찹을 시전했다!,¡{n0}{name} lanzó un golpe karateka!,¡{n0}{name} ha lanzado un golpe karateka!,{n0}{name} deu um golpe de karatê!,{name} wyprowadził{n4} cios karate!,{n0}{n10} machte einen Karateschlag!,{name} применяет карате-удар!,{name} здійсни{n6} прийом карате!
LIFEUP_NAME,Lifeup,Soin,VitaSu,ライフアップ,라이프 업,Vida plus,Recuperar,Cura,Leczenie,Aufleben,Здоровье+,Лікування
LIFEUP_ART,,,,,"는,가,를,와",,,,",Leczenia",,"Здоровье+,Здоровья+,Здоровью+,Здоровье+","Лікування,Лікування,Лікуванню,Лікування"
LIFEUPA_DESC,Restores around 60 HP to one ally.,Rend environ 60 PV à un allié.,Restituisce 60 PS circa a un alleato.,みかたひとりのHPを　やく60かいふくする。,한 명의 HP를 60만큼 회복한다.,Restaura alrededor de 60 PV a un aliado.,Restaura una media de 60 PV a un aliado.,Recupera em torno de 60 HP de um aliado.,Przywraca około 60 HP jednemu sojusznikowi.,Stellt etwa 60 KP eines Verbündeten wieder her.,Восстанавливает союзнику около 60 ОЗ.,Відновлює близько 60 ОЗ одному союзнику.
LIFEUPB_DESC,Restores around 120 HP to one ally.,Rend environ 120 PV à un allié.,Restituisce 120 PS circa a un alleato.,みかたひとりのHPを　やく120かいふくする。,한 명의 HP를 120만큼 회복한다.,Restaura alrededor de 120 PV a un aliado.,Restaura una media de 120 PV a un aliado.,Recupera em torno de 120 HP de um aliado.,Przywraca około 120 HP jednemu sojusznikowi.,Stellt etwa 120 KP eines Verbündeten her.,Восстанавливает союзнику около 120 ОЗ.,Відновлює близько 120 ОЗ одному союзнику.
LIFEUPG_DESC,Fully restores one ally's HP.,Rend tous ses PV à un allié.,Restituisce tutti i PS a un alleato.,みかたひとりのHPを　かんぜんにかいふくする。,한 명의 HP를 모두 회복한다.,Restaura completamente los PV de un aliado.,Restaura totalmente los PV de un aliado.,Recupera completamente o HP de um aliado.,W pełni przywraca HP jednego sojusznika.,Stellt alle KP eines Verbündeten wieder her.,Полностью восстанавливает здоровье союзника.,Повністю відновлює ОЗ одного союзника.
LIFEUPO_DESC,Restores around 240 HP to all allies.,Rend environ 240 PV à tous les alliés.,Restituisce 240 PS circa a tutti gli alleati.,ぜんいんのHPを　やく240かいふくする。,아군 모두의 HP를 240만큼 회복한다.,Restaura un alrededor de 240 PV a todos los aliados.,Recupera una media de 240 PV a todo el grupo.,Recupera em torno de 240 HP de todos os aliados.,Przywraca około 240 HP wszystkim sojusznikom.,Stellt etwa 240 KP für alle Verbündeten wieder her.,Восстанавливает около 240 ОЗ каждому в команде.,Відновлює близько 240 ОЗ усім союзникам.
MEDITATE_NAME,Meditate,Méditation,Medita,めいそう,명상,Meditación,Meditación,Meditar,Medytacja,Meditieren,Медитация,Медитація
MEDITATE_DESC,Go into a state of meditation.,Entrer dans un état de méditation.,Entra in stato di meditazione.,めいそうじょうたいに　はいる。,명상을 통해 해탈의 경지에 이른다.,Entra en un estado de meditación.,Entra en un estado de meditación.,Entra em um estado de meditação.,Wejdź w stan medytacji.,Gehe in einen Zustand der Mediation.,Вход в медитативное состояние.,Вхід у медитативний стан.
MEDITATE_DIALOG,{n0}{name} is meditating.,{n0}{name} est en train de méditer.,{n0}{name} sta meditando.,{name}は　めいそうしている。,{name}{n0} 명상에 빠져든다...,{n0}{name} está meditando.,{n0}{name} está meditando.,{n0}{name} está meditando.,{name} medytuje.,{n0}{n10} meditiert!,{name} медитирует.,{name} медитує.
MIGHTYROAR_NAME,Mighty Roar,Puissant rugissement,Ruggito possente,おたけび,으르렁대기,Rugido poderoso,Rugido poderoso,Rugido Poderoso,Potężny Ryk,Mächtiges Brüllen,Яростный рёв,Могутній рев
MIGHTYROAR_DESC,Strike fear into all opponents to lower their Offense and Defense.,Semer la terreur chez tous ses adversaires pour baisser leur attaque et leur défense.,Impaurisci tutti gli avversari per abbassare i loro Attacco e Difesa.,おおきな　おたけびで　いかくし\nてきのオフェンスと　ディフェンスをさげる。,모든 적의 기선을 제압하여 오펜스와 디펜스를 낮춘다.,Infunde miedo en todos tus oponentes para reducir su ataque y defensa.,Infunde miedo a todos los enemigos para reducir su Fuerza y Defensa.,Amedronta os oponentes para abaixar seu Ataque e Defesa.,"Wzbudza strach we wszystkich przeciwnikach, obniżając ich Ofensywę i Obronę.","Flößt allen Gegnern Angst ein, um ihren Angriff und Verteidigung zu verringern.",Запугивает всех противников. Понижает их атаку и защиту.,Залякує всіх ворогів. Знижує їхню Атаку та Захист.
MIGHTYROAR_DIALOG,{n0}{name} let out a mighty roar!,{n0}{name} laisse s'échapper un puissant rugissement ¦,{n0}{name} fa un ruggito possente!,{name}は　あらあらしく\nおたけびを　あげた！,{name}{n0} 큰 소리로 으르렁거렸다!,¡{n0}{name} lanzó un poderoso rugido!,¡{n0}{name} ha lanzado un poderoso rugido!,{n0}{name} deu um rugido bem alto!,{name} wydał{n4} z siebie potężny ryk!,{n0}{n10} brüllte laut!,{name} издаёт яростный рёв!,{name} видає могутній рев!
MYSTERIOUSACTION_NAME,Mysterious Action,Action mystérieuse,Azione misteriosa,あやしいこうどう,수상한 행동,Acción misteriosa,Acción misteriosa,Ação Misteriosa,Tajemnicza Akcja,Mysteriöse Aktion,Загадочное действие,Загадкова дія
MYSTERIOUSACTION_DESC,Do something very mysteriously.,Faire quelque chose de très mystérieux.,Fai qualcosa di molto misterioso.,なにやらあやしい　ことをする。\nとくに　いみはない。,매우 수상쩍은 행동을 한다.,Hace algo muy misterioso.,Hace algo muy misterioso.,Faz algo muito misterioso.,Robi coś bardzo tajemniczego.,Mach etwas sehr mysteriöses.,Что-то непонятное и непредсказуемое.,Щось незрозуміле та непередбачуване.
MYSTERIOUSACTION_DIALOG,{n0}{name} did something very mysterious...,{n0}{name} fait quelque chose de très mystérieux...,{n0}{name} ha fatto qualcosa di molto misterioso...,{name}は\nなにか　あやしいことをした。,{name}{n0} 무언가 수상쩍은 짓을 하기 시작했다...,{n0}{name} hizo algo muy misterioso...,{n0}{name} ha hecho algo muy misterioso...,{n0}{name} fez algo muito misterioso...,{name} zrobił{n4} coś bardzo tajemniczego...,{n0}{n10} machte etwas sehr Mysteriöses ...,{name} сделал{n6} что-то загадочное...,{name} зроби{n6} щось дуже загадкове...
OFFENSEUP_NAME,Offense Up,Attaque augmentée,Attacco Su,オフェンスアップ,오펜스 업,Ofensa plus,Fuerza plus,Ataque (+),Ofensywa Plus,Angriff Auf,Атака ↑,Атака ↑
OFFENSEUPA_DESC,Raises one ally's Offense.\nEffective when stacked.,Augmente l'attaque d'un allié.\nEffet cumulable.,Aumenta l'Attacco di un alleato.\nEffetto cumulabile.,みかたひとりの　オフェンスをあげる。\nかさねると　こうかてき。,한 명의 오펜스를 증가시킨다.\n중첩될 수록 더욱 더 효과적이다!,Aumenta la ofensa de un aliado.\nDe efecto acumulable.,Aumenta la fuerza de un aliado.\nDe efecto acumulable.,Aumenta o Ataque de um aliado.\nPode ser acumulado.,Zwiększa ofensywę jednego sojusznika.\nMożna nałożyć wielokrotnie.,Erhöht den Angriff eines Verbündeten.\nKann gestapelt werden.,Повышает атаку союзника.\nЭффект усиливается при повторном использовании.,Піднімає атаку одного союзника.\nЕфективно при повторному використанні.
OFFENSEUP_ART,,,,,"는,가,를,와",,,,",Ofensywny Plus",,"Атака ↑,Атаки ↑,Атаке ↑,Атаку ↑","Атака ↑,Атаки ↑,Атаці ↑,Атаку ↑"
PECK_NAME,Peck,Coup de bec,Beccata,つつく,쪼아대기,Picotazo,Picotear,Bicada,Dziobanie,Picken,Клевок,Клювання
PECK_DESC,A peck using one's beak.,Infliger un coup avec le bec.,Un attacco con il becco.,クチバシで　あいてをつつく。,부리로 콕콕 쪼아댄다.,Utilizó su pico para picotear,Un picotazo con el pico.,Ataca usando o bico.,Dziobanie przy użyciu dzioba.,Ein Picken mit dem Schnabel.,Удар врага клювом.,Клювання ворога дзьобом.
PECK_DIALOG,{n0}{name} pecked at {t1}{target}!,{n0}{name} donne un coup de bec {t5}{target} ¦,{n0}{name} becca {t1}{target}!,{name}は\n{target}を　クチバシでつついた！,{name}{n0} {target}{t2} 콕콕 쪼아댄다!,¡{n0}{name} picoteó {t5}{target}!,¡{n0}{name} ha picoteado {t5}{target}!,{n0}{name} bicou {t1}{target}!,{name} dziobie {t3}!,{n0}{n10} pickte auf {t5}{t13} ein!,{name} клюнул{n6} {t3}!,{name} клюну{n6} {t3}!
PKBEAM_NAME,PK Beam,PK Rayon,PsicoRaggio,PKビーム,PK 빔,PK Rayo,PK Rayo,PK Laser,PK Promień,PK-Strahl,ПК-луч,ПСИ Промінь
PKBEAM_ART,,,,,"는,가,를,와",,,,",PK Promienia",,"ПК-луч,ПК-луча,ПК-лучу,ПК-луч","ПСИ Промінь,ПСИ Променя,ПСИ Променю,ПСИ Промінь"
PKBEAMA_DESC,Light damage to one enemy.\nOccasionally blinds the enemy.,Inflige des dégâts légers à un ennemi.\nPeut parfois aveugler l'ennemi.,Danno di luce contro un nemico.\nPuò infliggere cecità.,1たいに　ひかりのダメージ。\nもうもくに　することもある。,적에게 약간의 피해를 준다.\n가끔 시야를 가린다.,Inflinge un daño año leve a un enemigo.\nOcasionalmente ciega al enemigo.,Daño leve a un enemigo.\nPuede llegar a cegarlo.,Causa dano leve em um inimigo.\nTem chance de cegá-lo.,Zadaje lekkie obrażenia jednemu wrogowi.\nCzasami oślepia wroga.,Leichter Schaden gegen einen Gegner.\nBlendet gelegentlich den Gegner.,Слегка ранит врага.\nИногда может его ослепить.,Завдає невеликої шкоди одному ворогу.\nІнколи осліпляє його.
PKBEAMB_DESC,Light damage to one enemy.\nOccasionally blinds the enemy.,Inflige des dégâts légers à un ennemi.\nPeut parfois aveugler l'ennemi.,Danno di luce contro un nemico.\nPuò infliggere cecità.,1たいに　ひかりのダメージ。\nもうもくに　することもある。,적에게 약간의 피해를 준다.\n가끔 시야를 가린다.,Inflinge un daño año leve a un enemigo.\nOcasionalmente ciega al enemigo.,Daño leve a un enemigo.\nPuede llegar a cegarlo.,Causa dano leve em um inimigo.\nTem chance de cegá-lo.,Zadaje lekkie obrażenia jednemu wrogowi.\nCzasami oślepia wroga.,Leichter Schaden gegen einen Gegner.\nBlendet gelegentlich den Gegner.,Слегка ранит врага.\nИногда может его ослепить.,Завдає невеликої шкоди одному ворогу.\nІнколи осліпляє його.
PKBEAMG_DESC,Light damage to one enemy.\nOccasionally blinds the enemy.,Inflige des dégâts légers à un ennemi.\nPeut parfois aveugler l'ennemi.,Danno di luce contro un nemico.\nPuò infliggere cecità.,1たいに　ひかりのダメージ。\nもうもくに　することもある。,적에게 약간의 피해를 준다.\n가끔 시야를 가린다.,Inflinge un daño año leve a un enemigo.\nOcasionalmente ciega al enemigo.,Daño leve a un enemigo.\nPuede llegar a cegarlo.,Causa dano leve em um inimigo.\nTem chance de cegá-lo.,Zadaje lekkie obrażenia jednemu wrogowi.\nCzasami oślepia wroga.,Leichter Schaden gegen einen Gegner.\nBlendet gelegentlich den Gegner.,Слегка ранит врага.\nИногда может его ослепить.,Завдає невеликої шкоди одному ворогу.\nІнколи осліпляє його.
PKBEAMO_DESC,Light damage to one enemy.\nOccasionally blinds the enemy.,Inflige des dégâts légers à un ennemi.\nPeut parfois aveugler l'ennemi.,Danno di luce contro un nemico.\nPuò infliggere cecità.,1たいに　ひかりのダメージ。\nもうもくに　することもある。,적에게 약간의 피해를 준다.\n가끔 시야를 가린다.,Inflinge un daño año leve a un enemigo.\nOcasionalmente ciega al enemigo.,Daño leve a un enemigo.\nPuede llegar a cegarlo.,Causa dano leve em um inimigo.\nTem chance de cegá-lo.,Zadaje lekkie obrażenia jednemu wrogowi.\nCzasami oślepia wroga.,Leichter Schaden gegen einen Gegner.\nBlendet gelegentlich den Gegner.,Слегка ранит врага.\nИногда может его ослепить.,Завдає невеликої шкоди одному ворогу.\nІнколи осліпляє його.
PKFIRE_NAME,PK Fire,PK Feu,PsicoFuoco,PKファイアー,PK 파이어,PK Fuego,PK Fuego,PK Fogo,PK Ogień,PK-Feuer,ПК-огонь,ПСИ Вогонь
PKFIRE_ART,,,,,"는,가,를,와",,,,",PK Ognia",,"ПК-огонь,ПК-огня,ПК-огню,ПК-огонь","ПСИ Вогонь,ПСИ Вогню,ПСИ Вогню,ПСИ Вогонь"
PKFIREA_DESC,A blazing attack that hits all enemies.,Une attaque enflammée qui affecte tous les ennemis.,Un attacco infuocato che colpisce tutti i nemici.,ぜんたいに　ほのおの　ダメージ。,모든 적에게 화염 피해를 준다.,Un ataque ardiente que golpea a todos los enemigos.,Un ataque ardiente que golpea a todos los enemigos.,Um ataque flamejante que acerta todos os inimigos.,"Płonący strzał, który trafia wszystkich wrogów.","Ein feuriger Angriff, der alle Gegner trifft.",Ранит всех врагов обжигающим пламенем.,"Палаюча атака, що влучає у всіх ворогів."
PKFREEZE_NAME,PK Freeze,PK Glace,PsicoGhiaccio,PKフリーズ,PK 프리즈,PK Hielo,PK Hielo,PK Gelo,PK Mróz,PK-Frost,ПК-стужа,ПСИ Мороз
PKFREEZE_ART,,,,,"는,가,를,와",,,,",PK Mrozu",,"ПК-стужа,ПК-стужи,ПК-стуже,ПК-стужу","ПСИ Мороз,ПСИ Морозу,ПСИ Морозу,ПСИ Мороз"
PKFREEZEA_DESC,A freezing attack that hits one enemy.,Une attaque glaçante qui affecte un seul ennemi.,Un attacco ghiacciato che colpisce un nemico.,1たいに　こおりの　ダメージ。,모든 적에게 얼음 피해를 준다.,Un ataque congelante que golpea a un enemigo.,Un ataque helado que golpea a un enemigo.,Um ataque congelante que acerta um inimigo.,"Mrożący atak, który trafia jednego przeciwnika.",Ein eisiger Angriff auf einen Gegner.,Ранит врага с эффектом заморозки.,"Морозна атака, що влучає лиш в одного ворога."
POISONBITE_NAME,Poison Bite,Morsure venimeuse,Morso velenoso,どくどくのキバ,맹독 엄니,Mordida venenosa,Mordisco venenoso,Mordida Venenosa,Trujące Ukąszenie,Giftbiss,Ядовитый укус,Отруйний укус
POISONBITE_DESC,A bite using poisonous fangs.,Mordre avec ses crocs remplis de venin.,Un morso con zanne avvelenate.,どくのあるキバで　かみつく。,독이 흐르는 송곳니를 통해 물어뜯는다.,Un mordisco con colmillos venenosos.,Un mordisco con colmillos venenosos.,Uma mordida usando presas venenosas.,Ukąszenie przy użyciu trujących kłów.,Ein Biss mit giftigen Zähnen.,Укус ядовитыми клыками.,Укус отруйними іклами.
POISONBITE_DIALOG,{n0}{name} bit into {t1}{target} using {n4} poisonous fangs!,{n0}{name} mord {t1}{target} avec ses crocs venimeux ¦,{n0}{name} morde {t1}{target} con zanne avvelenate!,{name}は　どくどくのキバで\n{target}に　かみついた！,{name}{n0} 독이 흐르는 송곳니로\n{target}{t2} 물어뜯었다!,¡{n0}{name} mordió {t5}{target} usando sus colmillos venenosos!,¡{n0}{name} ha mordido {t5}{target} usando sus colmillos venenosos!,{n0}{name} mordeu {target} usando suas presas venenosas!,{name} wgryzł{n4} się w {t3} trującymi kłami!,{n0}{n10} biss mit {n4}en giftigen Beißern {t5}{t13}!,{name} укусил{n6} {t3} ядовитыми клыками!,{name} вкуси{n6} {t3} отруйними іклами!
PUNCH_NAME,Attack,Attaque,Attacca,なぐりかかる,공격,Ataque,Ataque,Atacar,Atak,Angriff,Атака,Атака
PUNCH_DESC,Deals damage to an enemy.,Infliger des dégâts à un ennemi.,Infligge danno a un nemico.,てきになぐりかかり\nおおきな　ダメージをあたえる。,적에게 피해를 준다.,Inflige daño a un enemigo.,Inflige daño a un enemigo.,Causa dano à um inimigo.,Zadaje obrażenia wrogowi.,Fügt einem Gegner Schaden zu.,Ранит врага.,Ранить ворога.
PUNCH_DIALOG,{n0}{name} threw a punch at {t1}{target}!,{n0}{name} inflige un coup de poing {t5}{target} ¦,{n0}{name} tira un pugno contro {t1}{target}!,{name}は　{target}に\nなぐりかかってきた！！,{name}{n0} {target}{t2} 향해 주먹을 날렸다!,¡{n0}{name} le lanzó un puñetazo {t5}{target}!,¡{n0}{name} le ha lanzado un puñetazo {t5}{target}!,{n0}{name} deu um soco n{t4} {target}!,{name} zadał{n4} cios {t2}!,{n0}{n10} schlug {t5}{t13}!,{name} ударил{n6} {t3}!,{name} удари{n6} {t3}!
RAGE_NAME,Rage,Colère,Furia,かっとなる,격노,Furia,Furia,Fúria,Szał,Wut,Ярость,Лють
RAGE_DESC,The user flies into a rage and raises their Offense.,Se mettre en colère pour augmenter son attaque.,L'utilizzatore si infuria e aumenta il proprio Attacco.,かっとなってオフェンスがあがる。,사용자의 분노가 오펜스를 증가시킨다.,El usuario se enfurece y aumenta su Ofensa.,El usuario se enfurece y sube su Fuerza.,O usuário se enfurece e aumenta seu Ataque.,Użytkownik wpada w szał i zwiększa swoją ofensywę.,Der Nutzer wird wütend und erhöht seinen Angriff,"Порыв гнева, повышающий атаку.","Порив гніву, що підвищує Атаку."
RAGE_DIALOG,{n0}{name} flew into a rage!,{n0}{name} se met en colère ¦,{n0}{name} va su tutte le furie!,{name}は　かっとなった！,{name}{n0} 분노에 휩싸였다!,¡{n0}{name} entró en furia!,¡{n0}{name} ha montado en cólera!,{n0}{name} se enfureceu!,{name} wpadł{n4} w szał!,{n0}{n10} geriet in Rage!,{name} впал{n6} в ярость!,{name} розлюти{n6}ся!
SCRATCH_NAME,Scratch,Coup de griffe,Graffio,ひっかく,긁기,Arañazo,Arañazo,Arranhar,Drapnięcie,Kratzer,Царапание,Дряпання
SCRATCH_DESC,A scratch using sharp claws.,Infliger un coup à l'aide de ses griffes acérées.,Un graffio con artigli affilati.,するどいツメで　ひっかく。,날카로운 발톱으로 할퀸다.,Un arañazo con garras afiladas.,Un arañazo con garras afiladas.,Um arranhão usando garras afiadas.,Drapnięcie przy użyciu ostrych pazurów.,Ein Kratzer mit scharfen Klauen.,Царапание противника острыми когтями.,Дряпання ворога гострими кігтями.
SCRATCH_DIALOG,{n0}{name} scratched {t1}{target}!,{n0}{name} donne un coup de griffe {t5}{target} ¦,{n0}{name} graffia {t1}{target}!,{name}は　{target}を　ひっかいた！,{name}{n0} {target}{t2} 할퀴었다!,¡{n0}{name} arañó {t5}{target}!,¡{n0}{name} ha arañado {t5}{target}!,{n0}{name} arranhou {t1}{target}!,{name} podrapał{n4} {t3}!,{n0}{n10} kratzte {t5}{t13}!,{name} поцарапал{n6} {t3}!,{name} подряпа{n6} {t3}!
SHOOT_NAME,Shoot,Tir,Spara,うつ,사격하기,Disparar,Disparar,Atirar,Strzał,Schuss,Выстрел,Постріл
SHOOT_DESC,Deals damage to an enemy.,Infliger des dégâts à l'ennemi.,Infligge danno a un nemico.,てきにダメージをあたえる。,적에게 피해를 준다.,Inflige daño a un enemigo.,Inflige daño a un enemigo.,Causa dano a um inimigo.,Zadaje obrażenia wrogowi.,Fügt einem Gegner Schaden zu.,Ранит врага.,Завдає шкоди ворогу.
SHOOT_DIALOG,{n0}{name} attacks!,{n0}{name} attaque ¦,{n0}{name} attacca!,{name}の　こうげき！,{name}의 공격!,¡{n0}{name} ataca!,¡{n0}{name} ataca!,{n0}{name} ataca!,{name} atakuje!,{n0}{n10} greift an!,{name} атаку{n9}!,{name} атакує!
SOWSEEDS_NAME,Sow Seeds,Semaison,Semina,たねをまく,씨뿌리기,Sembrar semillas,,Semear,Siew Nasion,Samen säen,Посев семян,Посів насіння
SOWSEEDS_DESC,Creates a new Woodoh.,Faire naître un autre Tronchou.,Crea un nuovo Troncone.,あたらしくウッドーが\nはえるかもしれない。,웃드를 만들어낸다.,Crea nuevos Maderos.,,Cria uma nova Árvore.,Zasadza nowego Woodoha.,Kreiert einen neuen Holzoh.,Выращивание ещё одного древла.,Вирощування ще одного дубодуму.
SOWSEEDS_DIALOG,{n0}{name} sowed some seeds!,{n0}{name} sème des graines ¦,{n0}{name} sparge dei semi!,{n0}{name}は　たねをまいた！,{name}{n0} 씨앗을 뿌렸다!,¡{n0}{name} sembró unas semillas!,,{n0}{name} plantou algumas sementes!,{name} zasiał{n4} kilka nasion!,{n0}{n10} säte einige Samen!,{name} посеял{n6} семена!,{name} посія{n6} насіння!
SOWSEEDS_FAIL,But nothing happened!,Mais rien ne se passe ¦,Ma non succede nulla!,しーん・・・・・・,하지만 아무 일도 일어나지 않았다!,¡Pero no pasó nada!,,Mas não aconteceu nada!,Ale nic się nie stało!,Doch nichts geschah!,Но ничего не произошло!,Але нічого не сталося!
SPEEDUP_NAME,Speed Up,Vitesse augmentée,Velocità Su,クイックアップ,스피드 업,Velocidad plus,Velocidad plus,Agilidade (+),Przyspieszenie,Tempo Auf,Скорость ↑,Швидкість ↑
SPEEDUP_ART,,,,,"는,가,를,와",,,,",Przyspieszenia",,"Скорость ↑,Скорости ↑,Скорости ↑,Скорость ↑","Швидкість ↑,Швидкості ↑,Швидкості ↑,Швидкість ↑"
SPEEDUPA_DESC,Raises one ally's Speed.\nEffective when stacked.,Augmente la vitesse d'un allié.\nEffet cumulable.,Aumenta la Velocità di un alleato.\nEffetto cumulabile.,みかたひとりの　スピードをあげる。\nかさねると　こうかてき。,한 명의 스피드를 증가시킨다.\n중첩되면 효과적.,Aumenta la velocidad de un aliado.\nDe efecto acumulable.,Aumenta la velocidad de un aliado.\nDe efecto acumulable.,Aumenta a Agilidade de um aliado.\nPode ser acumulado.,Zwiększa szybkość jednego sojusznika.\nMożna nałożyć wielokrotnie.,Erhöht die Geschwindigkeit eines Verbündeten.\nKann gestapelt werden.,Повышает скорость союзника.\nЭффект усиливается при повторном использовании.,Піднімає швидкість одного союзника.\nЕфективно при повторному використанні.
SPY_NAME,Spy,Espionnage,Spia,チェック,스파이,Espiar,Espiar,Espiar,Szpiegowanie,Spizeln,Разведка,Розвідка
SPY_DESC,Look at the enemy and see what they are about.,Inspecter l'ennemi pour voir ce qu'il a dans le ventre.,Osserva il nemico e scopri i suoi segreti.,てきのとくちょうを　かんさつし\nステータスを　みやぶる。,적이 무엇을 하고 있는지 몰래 훔쳐본다.,Mira al enemigo y ve de qué están tramando.,Mira al enemigo y ve de lo que trata.,Olha para o inimigo e vê do que se trata.,Spójrz na wroga i zobacz co potrafi.,Schaue einen Gegner an und beobachte ihn.,Подробное изучение своего врага.,Уважне дослідження даного ворога.
SPY_ART,,,,,"는,가,를,와",,,,",Szpiegowania",,"разведка,разведки,разведке,разведку","розвідка,розвідки,розвідці,розвідку"
SWING_NAME,Swing,Frappe,Colpo,ふりまわす,휘두르기,Balanceo,Balancear,Golpear,Zamach,Schwingen,Удар с размаха,Удар із розмаху
SWING_DESC,Swing for large damage on an enemy.,Frapper l'ennemi d'un grand geste pour lui infliger d'importants dégâts.,Colpisci infliggendo grandi danni a un nemico.,ぶきを　ふりまわして\nてきに　だいダメージをあたえる。,무기를 휘둘러 적에게 큰 피해를 준다.,Balancea para causar un gran daño a un enemigo.,Balancea para infligir mucho daño a un enemigo.,Golpeia causando grande dano em um inimigo.,Zamach zadający duże obrażenia przeciwnikowi.,"Schwinge für großen Schaden, gegen einen Gegner.",Сильный удар по врагу с размаха.,Сильний удар по ворогові з розмаху.
SWING_DIALOG,{n0}{name} takes a wide swing at {t1}{target}!,{n0}{name} effectue une frappe puissante sur {t1}{target} ¦,{n0}{name} colpisce con forza {t1}{target}!,{name}は　{target}にむかって\nぶきを　おおきく　ふりまわした！,{name}{n0} {target}{t2} 향해\n무기를 크게 휘둘렀다!,¡{n0}{name} golpea con fuerza a {t5}{target}!,¡{n0}{name} ha golpeado con fuerza a {t5}{target}!,{n0}{name} golpeou {t1} {target} com tudo!,{name} wykonuje szeroki zamach na {t3}!,{n0}{n10} machte einen weiten Schwung auf {t5}{t13}!,{name} как следует размахнул{n8} и ударил {t3}!,{name} розмахну{n6}ся на {t3}!
TACKLE_NAME,Tackle,Charge,Carica,たいあたり,태클,Tacleada,Placaje,Investida,Zderzenie,Tackle,Таран,Таран
TACKLE_DESC,A charge attack by using one's body.,Foncer sur l'ennemi en y mettant tout son poids.,Un attacco in carica usando tutto il corpo.,からだ　ぜんしんで　てきにとっしんする。,몸뚱이를 날려 돌격한다.,Un ataque usando el cuerpo.,Un ataque usando el cuerpo.,Um ataque usando o próprio corpo.,Atak szarżą przy użyciu własnego ciała.,Ein Angriff mit vollem Körpereinsatz.,Бросок на врага всем телом.,Кидок на ворога всім тілом.
