key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
DIALOGUE_PODUNK_MINNIE_RUN_TUTORIAL_2-OPT_0,Yes,Oui,Sì,おぼえていない,응,Sí,Sí,Sim,Tak,Ja,Да,Так,
DIALOGUE_PODUNK_MINNIE_RUN_TUTORIAL_2-OPT_1,No,Non,No,おぼえている,아니,No,No,Não,Nie,Nein,Нет,Ні,
DIALOGUE_PODUNK_MINNIE_RUN_TUTORIAL_3,"[@]This might sound odd, but imagine something called a [color][ui_toggle][/color] [if input:gamepad]button[else]key[/if].[WAIT@]Then, [color]hold[/color] that [if input:gamepad]button[else]key[/if] down [color]without moving to crouch.[/color][WAIT@]Once you're in that position, [color]release the [if input:gamepad]button[else]key[/if] to start running.[/color][WAIT@]You can also just [color]hold down[/color] the [color][ui_toggle][/color] [if input:gamepad]button[else]key[/if] while moving to run.","[@]Ça va peut-être te paraître bizarre, mais essaye d'imaginer une chose appelée [if input:gamepad]bouton[else]touche[/if] [color][ui_toggle][/color].[WAIT@]Ensuite, [color]maintiens[/color] [if input:gamepad]ce bouton enfoncé[else]cette touche enfoncée[/if] [color]sans bouger pour t'accroupir[/color].[WAIT@]Une fois que tu es dans cette position, [color]relâche [if input:gamepad]le bouton[else]la touche[/if] pour commencer à courir[/color].[WAIT@]Tu peux aussi simplement [color]maintenir[/color] [if input:gamepad]le bouton[else]la touche[/if] [color][ui_toggle][/color] tout en te déplaçant pour courir.","[@]Forse è strano, ma immagina un [if input:gamepad]pulsante[else]tasto[/if] [color][ui_toggle][/color].[WAIT@][color]Tienilo premuto senza muoverti per abbassarti[/color].[WAIT@]Poi, [color]lascialo per correre.[/color][WAIT@]Puoi anche [color]tenere premuto[/color] il [if input:gamepad]pulsante[else]tasto[/if] [color][ui_toggle][/color] mentre ti muovi per correre.",[@]いい？　まずは　[color][ui_toggle][/color][if input:gamepad]ボタン[else]キー[/if]\nというのをそうぞうして！[WAIT@]それから　[color][ui_toggle][/color][if input:gamepad]ボタン[else]キー[/if]を\n[color]ながめにおして[/color]　はなすのよ！[WAIT@]そうすれば　おにいちゃんは\n[color]ダッシュ[/color]が　できるはずよ！[WAIT@]それか　[color][ui_toggle][/color][if input:gamepad]ボタン[else]キー[/if]を[color]おしたまま[/color]\nうごいても　はしれるからね。,"[@]이상하게 들릴 수도 있지만, [color][ui_toggle][/color][if input:gamepad]버튼을[else]키를[/if][BR]생각해 봐.[WAIT@]생각했어? 그럼 그걸 [color]길게 눌렀다 떼[/color]는 상상을 해봐![WAIT@]그렇게 하면 [color]달릴 수[/color] 있어.[WAIT@]아니면 [color][ui_toggle][/color][if input:gamepad]버튼을[else]키를[/if] 누르면서 이동해도 돼!","[@]Esto puede sonar extraño, pero imagina algo llamado [if input:gamepad]el botón[else]la tecla[/if] [color][ui_toggle][/color].[WAIT@]Entonces, [color]mantén presionado[/color] [if input:gamepad]ese botón[else]esa tecla[/if] [color]sin moverte para agacharte.[/color][WAIT@]Ya cuando estés en esa posición, [color]sueltas [if input:gamepad]el botón[else]la tecla[/if] para comenzar a correr.[/color][WAIT@]Tambien puedes simplemente [color]mantener presionado[/color] [if input:gamepad]el botón[else]la tecla[/if] [color][ui_toggle][/color] mientras te mueves para correr.","[@]Esto te podrá sonar raro, pero intenta imaginarte algo llamado [if input:gamepad]el botón[else]la tecla[/if] [color][ui_toggle][/color].[WAIT@]Entonces, [color]mantén[/color] pulsad[if input:gamepad]o ese botón[else]a esa tecla[/if] [color]sin moverte\npara agacharte.[/color][WAIT@]Una vez en esa posición, [color]suelta [if input:gamepad]el botón[else]la tecla[/if] para\nempezar a correr.[/color][WAIT@]También puedes [color]mantener pulsad[if input:gamepad]o[else]a[/if][/color] [if input:gamepad]el botón[else]la tecla[/if] [color][ui_toggle][/color] mientras te mueves para correr.","[@]Pode parecer estranho, mas imagine algo chamado [if input:gamepad]botão[else]tecla[/if] [color][ui_toggle][/color].[WAIT@]Aí, você [color]segura[/color] [if input:gamepad]esse botão[else]essa tecla[/if] [color]sem se mover para \nagachar[/color].[WAIT@]Aí, quando estiver pronto, [color]solte [if input:gamepad]o botão[else]a tecla[/if] para começar a correr[/color]![WAIT@]Você também pode só [color]segurar[/color] [if input:gamepad]o botão[else]a tecla[/if] [color][ui_toggle][/color] enquanto se move para correr.","[@]Zabrzmi to dziwnie, ale wyobraź sobie coś, co nazywa się [if input:gamepad]przyciskiem[else]klawiszem[/if] [color][ui_toggle][/color].[WAIT@]Następnie [color]przytrzymaj[/color] ten [if input:gamepad]przycisk[else]klawisz[/if] [color]bez poruszania się, aby kucnąć[/color].[WAIT@]Gdy znajdziesz się w tej pozycji, [color]puść [if input:gamepad]przycisk[else]klawisz[/if], by zacząć biec[/color].[WAIT@]Możesz także [color]przytrzymać[/color] [if input:gamepad]przycisk[else]klawisz[/if] [color][ui_toggle][/color] podczas poruszania się, aby biec.","[@]Das hört sich vielleicht komisch an, aber stelle dir [if input:gamepad]einen[else]eine[/if] [color][ui_toggle][if input:gamepad]-Knopf[else]-Taste[/if][/color] vor.[WAIT@]Dann [color]halte[/color] [if input:gamepad]den Knopf[else]die Taste[/if] [color]ohne dich zu bewegen, um dich hinzuhocken[/color].[WAIT@]Sobald du in der Hocke bist, [color]lasse [if input:gamepad]den Knopf[else]die Taste[/if] los, um zu rennen[/color].[WAIT@]Du kannst auch [if input:gamepad]den[else]die[/if] [color][ui_toggle][if input:gamepad]-Knopf[else]-Taste[/if] halten[/color], während du dich bewegst, um zu rennen.","[@]Прозвучит странно, но представь что-то вроде [if input:gamepad]кнопки[else]клавиши[/if] [color][ui_toggle][/color].[WAIT@]Теперь, [color]не двигаясь[/color], [color]зажми[/color] эту [if input:gamepad]кнопку[else]клавишу[/if],\nчтобы [color]пригнуться.[/color][WAIT@]Как только пригнёшься, [color]отпусти [ui_toggle][/color] —\nи ты [color]начнёшь бежать.[/color][WAIT@]Или же можешь бежать просто [color]зажав[/color]\n[if input:gamepad]кнопку[else]клавишу[/if] [color][ui_toggle][/color] в движении!","[@]Може, прозвучить дивно, але спробуй уявити щось схоже на [if input:gamepad]кнопку[else]клавішу[/if] [color][ui_toggle][/color].[WAIT@][color]Утримай[/color] цю [if input:gamepad]кнопку[else]клавішу[/if], [color]не рухаючись, щоб присісти.[/color][WAIT@]Тоді, [color]відпусти [if input:gamepad]кнопку[else]клавішу[/if], і почнеш бігти.[/color][WAIT@]А ще можеш просто [color]утримувати[/color] [if input:gamepad]кнопку[else]клавішу[/if] [color][ui_toggle][/color] під час руху, щоб бігти.",
DIALOGUE_PODUNK_MINNIE_RUN_TUTORIAL_7,[@]Try ramming into the door!,[@]Essaye d'enfoncer la porte !,[@]Prova a correre contro la porta!,[@]そのまま　ドアにむかって[color]ダッシュ[/color]をすれば\n[color]たいあたり[/color]になるわ！[WAIT@]がんばって！おにいちゃん！,[@]그럼 어서 열어보자!,[@]¡Intenta chocar contra la puerta!,[@]¡Intenta embestir contra la puerta!,[@]Tente arrombar a porta!,[@]Spróbuj staranować drzwi!,[@]Versuche die Tür zu rammen!,[@]Попробуй проломиться в дверь!,[@]Спробуй протаранити двері!,
DIALOGUE_PODUNK_MINNIE_RUN_TUTORIAL_SPEAKER_Minnie,Minnie,Minnie,Minnie,ミニー,미니,Minnie,Minnie,Minnie,Minnie,Minnie,Минни,Мінні,
DIALOGUE_PODUNK_MINNIE_STORAGE_0,[@]What can I do for you?,[@]Qu'est-ce que je peux faire pour toi ?,[@]Posso fare qualcosa per te?,[@]なぁに　おにいちゃん？,[@]맡겨줄까?,[@]¿Qué puedo hacer por tí?,[@]¿Qué puedo hacer por ti?,[@]O que eu posso fazer por você?,[@]Co mogę dla [if party:plural]was[else]ciebie[/if] zrobić?,[@]Was kann ich für [if party:plural]euch[else]dich[/if] tun?,[@]Тебе чем-то помочь?,[@]Тобі чимось допомогти?,
DIALOGUE_PODUNK_MINNIE_STORAGE_0-OPT_0,Storage,Stockage,Deposito,あずける,응,Almacenar,Almacenar,Armazenar,Przechowuj,Lagern,Кладовка,Склад,
DIALOGUE_PODUNK_MINNIE_STORAGE_0-OPT_1,"Nothing, really","En fait, rien","Niente, grazie",なにもない,괜찮아,Nada realmente,Nada,Nada não,W sumie to nic,Eigentlich nichts,"Да нет, ничем","Взагалі, ні",
DIALOGUE_PODUNK_MINNIE_STORAGE_3,"[@]See you later, and take care!","[@]À plus tard, prends soin de toi !","[@]A dopo, fai attenzione!",[@]じゃあ　きをつけてね。,[@]필요할 때 또 와!,"[@]¡Nos vemos pronto, y cuídate!","[@]¡Hasta luego, y cuídate!","[@]Até logo, se cuida!","[@]Do zobaczenia później, trzymaj[if party:plural]cie[/if] się!",[@]Bis dann und pass[if party:plural]t auf euch[else] auf dich[/if] auf!,"[@]Будь осторожен, и до встречи!",[@]До зустрічі! Будь обережним!,
DIALOGUE_PODUNK_MINNIE_STORAGE_SPEAKER_Minnie,Minnie,Minnie,Minnie,ミニー,미니,Minnie,Minnie,Minnie,Minnie,Minnie,Минни,Мінні,
DIALOGUE_PODUNK_MOUSE_ADRENALINE_0,"[@](Have you ever heard of [color]adrenaline rushes[/color]?[WAITBR]If you receive [color]mortal damage[/color], your body will be filled with adrenaline.[WAITBR]During an adrenaline rush, your [color]attack damage will be increased[/color]![WAITBR]Be careful though, the rush will only last while your [color]HP is dropping down to zero[/color].)","[@](Tu as déjà entendu parler des [color]poussées d'adrénaline[/color] ?[WAITBR]Si tu subis des [color]dégâts mortels[/color], ton corps se remplira d'adrénaline.[WAITBR]Pendant cette poussée d'adrénaline, [color]tes dégâts d'attaque augmenteront[/color] ![WAITBR]Cela dit, fais attention, la poussée ne dure qu'un court instant, le temps que ton [color]compteur de PV descende à zéro[/color].)","[@](Hai presente le [color]cariche di adrenalina[/color]?[WAITBR]Se ricevi [color]danni mortali[/color], sarai pieno di adrenalina.[WAITBR]In quello stato, [color]infliggerai più danni[/color]![WAITBR]Bada bene, però. Questo durerà solo finché i tuoi [color]PS stanno scendendo verso lo zero[/color].)",[@]（[color]ききてきじょうたい[/color]って　しってるでやんすか？\n[DELAY:5]そうそう　HPバーのよこの　あかい[color]！[/color]マーク。[WAITBR][color]ちめいてきなダメージ[/color]をうけたら　そのままだと\nHPが０になって　たおれちゃうでやんすよ。\n[DELAY:5]それが　[color]ききてきじょうたい[/color]。[WAITBR]しかーし！　そのじょうたいなら　[DELAY:5]からだじゅうに\nアドレナリンがめぐりめぐって\n[color]てきにあたえるダメージがアップ[/color]　するんでやんす！[WAITBR]うまく　つかえば　てきに　だいダメージを\nあたえることが　できると　おもうでやんすが[DELAY:3]\nやられないように　きをつけてくだせぇ）,"[@]([color]아드레날린 러시[/color]에 대해 들어본 적 있어?[WAITBR][color]치명적인 대미지[/color]를 받았을 때, 아드레날린이 과다\n분비되는데,[WAITBR]그동안에는 [color]공격력이 증가[/color]한대.[WAITBR]러시는 [color]HP가 0으로 떨어지는 동안만[/color] 지속되니\n조심해.)","[@](¿Has escuchado de las [color]descargas de adrenalina[/color]?)[WAITBR]Si recibes [color]daños mortales[/color], tu cuerpo se llenará de adrenalina.[WAITBR]Durante la descarga de adrenalina, ¡tu [color]daño de ataque aumentará[/color]![WAITBR]Aunque ten cuidado, la descarga solo durará hasta que tus [color]PV caigan a cero[/color].)","[@](¿Has oído hablar de los [color]subidones de adrenalina[/color]?[WAITBR]Si recibes [color]daños mortales[/color], tu cuerpo se llenará de adrenalina.[WAITBR]Durante un subidón de adrenalina, tu [color]daño de ataque aumentará[/color].[WAITBR]Pero ten cuidado, porque el subidón solo durará mientras tus [color]PV vayan bajando hasta cero[/color].)","[@](Você já ouviu falar dos [color]picos de adrenalina[/color]?[WAITBR]Se você recebeu [color]dano mortal[/color] em batalha, seu corpo ficará cheio de adrenalina.[WAITBR]Durante um pico de adrenalina, o seu [color]dano de ataque aumenta[/color]![WAITBR]Mas tome cuidado, porque isso só dura enquanto o seu [color]HP estiver caindo para zero[/color].)","[@](Czy kiedykolwiek słyszałeś o [color]przypływie adrenaliny[/color]?[WAITBR]Jeśli otrzymasz [color]śmiertelne obrażenia[/color], twoje ciało zostanie przepełnione adrenaliną.[WAITBR]Podczas przypływu adrenaliny, [color]obrażenia które zadajesz zostaną zwiększone[/color]![WAITBR]Bądź jednak ostrożny, przypływ adrenaliny będzie trwał tylko wtedy, gdy twoje [color]HP spada do zera[/color].)","[@](Hast du schon mal von [color]Adrenalinschüben[/color] gehört?[WAITBR]Wenn du [color]tödlichen Schaden[/color] erhältst, füllt sich dein Körper mit Adrenalin.[WAITBR]Während einem Adrenalinschub, wird dein [color]Angriffsschaden erhöht[/color]![WAITBR]Pass aber auf, denn der Schub hält nur so lange an, bis deine [color]KP auf Null fallen[/color].)","[@](Ты когда-нибудь слышал о [color]выбросе адреналина[/color]?[WAITBR]Если ты получишь [color]фатальный урон[/color], всё твоё тело наполнится адреналином.[WAITBR]Во время выброса [color]твои атаки станут сильнее[/color]![WAITBR]Но будь осторожен! Не дай своим [color]ОЗ снизиться до нуля[/color].)","[@](Ти колись чув про [color]сплески адреналіну[/color]?[WAITBR]Якщо тобі буде завдано [color]смертельної шкоди[/color], твоє тіло заллється адреналіном.[WAITBR]Під час сплеску адреналіну, твої [color]атаки будуть сильніші[/color]![WAITBR]Але обережно, сплеск триватиме лише поки твої [color]ОЗ падають до нуля[/color].)",
DIALOGUE_PODUNK_MOUSE_ADRENALINE_SPEAKER_Noisy_Mouse,Nosy Mouse,Souris fouineuse,Topo ficcanaso,おせっかいなネズミ,박학다식한 쥐,Ratón chismoso,Ratón metomentodo,Rato Fofoqueiro,Ciekawska mysz,Mausige Maus,Любопытная мышь,Допитлива миша,
DIALOGUE_PODUNK_MOUSE_DOORS_0,"[@](Have you noticed that you can enter some buildings while some you cannot?[WAITBR]As a house entering professional, I can say that doors that are [color]round[/color] or have a sign can be entered.[WAITBR][color]Rectangular doors[/color], on the other hand, [color]will not open[/color] no matter what.[WAITBR]Although, if you try knocking on some of those doors, you might get an answer.)","[@](Tu as remarqué que tu pouvais entrer dans certains bâtiments et pas dans d'autres ?[WAITBR]En tant que professionnelle de l'intrusion, je peux témoigner que les portes [color]arrondies[/color] ou accompagnées d'une enseigne peuvent être ouvertes.[WAITBR]À l'inverse, les [color]portes rectangulaires[/color] sont [color]infranchissables[/color], quoi qu'il arrive.[WAITBR]Cela dit, si tu essayes de frapper à certaines de ces portes, tu auras peut-être une réponse.)","[@](Hai notato che puoi entrare in alcuni edifici e in altri no?[WAITBR]Io sono un professionista a infilarmi nelle case, e posso dirti che puoi entrare dove ci sono le porte [color]rotonde[/color] o con un cartello.[WAITBR][color]Non puoi entrare se la porta è rettangolare[/color], invece.[WAITBR]Anche se magari potresti ricevere risposta se bussi.)",[@]（まちには　はいれる　いえと\nはいれない　いえが　あるって　しってたかい？[WAITBR]まるいドアと　かんばんのあるドアは\nはいれる　いえ。[WAITBR]それいがいの　ドアのいえに　はいろうとしても\nあたまを　ぶつけるだけでさぁ。[WAITBR]もしかしたら　ノックしたら　へんじのある\nドアも　あるかも　しれませんがね。[WAITBR]へっへっへっ　ほいじゃ　さいなら）,"[@](어떤 건물은 들어갈 수 있고 또 어떤 건물은 못\n들어가는 거 알고 있었어?[WAITBR]주거침입 상습범으로서 조언해 주자면, 문 끝이\n[color]둥글[/color]거나 간판이 있는 문은 들어갈 수 있어.[WAITBR]반면 끝이 [color]네모난[/color] 문은 [color]무슨 일이 있어도[/color] 열리지\n않아.[WAITBR]혹시 몰라, 그런 문도 두드려보면 답을 얻을 수도.)","[@](¿Has notado que puedes ingresar a algunos edificios mientras que otros no?[WAITBR]Como el allanador de casas profesional que soy, puedo decir que por las puertas que son [color]redondas[/color] o que tienen señal para entrar, se pueden pasar.[WAITBR]Las [color]puertas rectangulares[/color], por otro lado, [color]no se abrirán[/color] no importa que hagas.[WAITBR]Aunque, si intentas llamar a algunas de esas puertas, es posible que recibas respuestas.)","[@](¿Te has dado cuenta de que en algunos edificios puedes entrar, pero en otros no?[WAITBR]Como el allanador de moradas profesional que soy, puedo decirte que por las puertas que son [color]redondas[/color] o tienen una señal, se puede pasar.[WAITBR]Por las [color]puertas rectangulares[/color], sin embargo, [color]no podrás pasar[/color] bajo ningún concepto.[WAITBR]Aunque puede que recibas respuesta, si es que intentas llamar a alguna de esas puertas.)","[@](Você já notou que consegue entrar em algumas casas e em outras não?[WAITBR]Como profissional no ramo de entrar em casas, digo que dá para entrar em lugares com portas [color]redondas[/color] ou com placas.[WAITBR][color]Portas retangulares[/color], por outro lado, [color]não vão abrir[/color] de jeito nenhum.[WAITBR]Porém, se você tentar bater em algumas dessas portas, talvez tenha alguma resposta.)","[@](Zauważyłeś, że do niektórych budynków możesz wejść, a do niektórych nie?[WAITBR]Jako profesjonalista od wchodzenia do domów, stwierdzam, że można wejść do drzwi, które są [color]okrągłe[/color] lub są oznaczone znakiem.[WAITBR]Z drugiej strony [color]prostokątne drzwi nie otworzą się[/color] bez wyjątku.[WAITBR]Chociaż, jeśli spróbujesz zapukać do niektórych z tych drzwi, być może otrzymasz odpowiedź.)","[@](Ist dir aufgefallen, dass du manche Häuser betreten kannst, andere jedoch nicht?[WAITBR]Als professioneller Hausbetreter kann ich dir sagen, dass [color]runde[/color] Türen, sowie welche mit einem Schild betretbar sind.[WAITBR][color]Rechteckige Türen[/color] dagegen können [color]nicht betreten werden[/color].[WAITBR]Wobei du vielleicht eine Antwort bekommst, wenn du an diese Türen klopfst.","[@](Ты замечал, что в какие-то здания ты можешь зайти, а в какие-то — нет?[WAITBR]Я как специалист по проникновению могу сказать, что войти можно в дома [color]с полукруглыми дверями[/color], а также [color]с вывесками и табличками[/color].[WAITBR]А в те, что с [color]прямоугольными дверями[/color], как ни старайся, [color]войти не удастся[/color]![WAITBR]Однако если постучаться в некоторые из них, то тебе могут ответить.)","[@](Ти помічав, що в якісь будівлі можеш зайти, а в якісь — ні?[WAITBR]Як фахівець з проникнення, можу сказати, що увійти дозволено в будинки [color]з напівкруглими дверима[/color], а також [color]з вивісками і табличками[/color].[WAITBR]А в ті, що з [color]прямокутними дверима[/color], як не намагайся, [color]не увійдеш[/color]![WAITBR]Однак якщо постукатися в деякі з них, тобі можуть відповісти.)",
DIALOGUE_PODUNK_MOUSE_DOORS_SPEAKER_Noisy_Mouse,Nosy Mouse,Souris fouineuse,Topo ficcanaso,おせっかいなネズミ,박학다식한 쥐,Ratón chismoso,Ratón metomentodo,Rato Fofoqueiro,Ciekawska mysz,Mausige Maus,Любопытная мышь,Допитлива миша,
DIALOGUE_PODUNK_MOUSE_POISON_0,"[@](Be careful if you ever get [color]poisoned[/color] ([Poisoned]) out there![WAITBR]You might think it works the same as in Dragon Quest, but it's totally different![WAITBR]Instead of taking damage each turn, it'll make your [color]HP drop faster[/color] than usual after taking a hit.[WAITBR]This means you'll have to act more quickly if you've taken mortal damage.)","[@](Fais attention à ne pas te faire [color]empoisonner[/color] ([Poisoned]), par ici ![WAITBR]Le poison a un effet bien particulier.[WAITBR]Tu penses peut-être qu'il agit comme dans les RPG classiques, mais ce n’est pas le cas ![WAITBR]Au lieu de subir des dégâts à chaque tour, tu verras [color]tes PV descendre plus vite[/color] que d'habitude après une attaque ennemie.[WAITBR]Cela signifie que tu devras agir plus rapidement si tu subis des dégâts mortels.)","[@](Non farti [color]avvelenare[/color] ([Poisoned])![WAITBR]Penserai che funziona come in Dragon Quest, ma non è così![WAITBR]Invece di prendere danno ogni turno, farà [color]scendere i tuoi PS più in fretta[/color] del normale se ricevi danno.[WAITBR]Significa che dovrai agire più velocemente in caso di danno mortale.)",[@]（[Poisoned][color]どく[/color]には　ちゅういしなされよ。[WAIT@][color]どく[/color]に　おかされているときは\n[color]ＨＰが　いつもよりも　はやくへる[/color]んでね。[WAIT@]むらさきっぽく　なってたら　[color]どく[/color]。[BR]どくろのマークが　でてても　[color]どく[/color]。[WAIT@]おぼえといて　くだせぇ。）,[@](만약 [color]중독[/color]([Poisoned])에 걸렸다면 빨리 치료하는 게 좋아.[WAITBR]드래곤 퀘스트를 생각하고 방심했다간 게임 오버 화면을 보게될거야![WAITBR]HP가 떨어지는 속도가 어마무시하게 [color]빨라질[/color] 테니까! 그러니 HP가 떨어지는 속도가 느린 점을 이용한 플레이는 힘들어지는 거지.),"[@](¡Ten cuidado si es que terminas [color]envenenado[/color] ([Poisoned]) por ahí![WAITBR]Puede que pienses que funciona igual que en un RPG clasico, ¡pero es totalmente diferente![WAITBR]En vez de tomar daño cada turno, hará que tus [color]PV rueden hacia abajo mas rápido[/color] de lo usual después de que te ataquen.[WAITBR]Esto significa que tendrás que actuar mas rápido si recibes daños mortales.)","[@](¡Ten mucho cuidado con el [color]envenenamiento[/color] ([Poisoned])![WAITBR]Podrás pensar que funciona de forma similar a RPGs antiguos, pero es totalmente diferente. En lugar de recibir daño cada turno, el envenenamiento hará que tus [color]PV bajen más rápido[/color] de lo normal.[WAITBR]Esto significa que tendrás que actuar más rápido si recibes daños mortales.)","[@](Cuidado para não acabar [color]envenenado[/color] ([Poisoned]) por aí![WAITBR]Talvez você pense que funciona do mesmo jeito que em Pokémon, mas é completamente diferente![WAITBR]Ao invés de receber dano a cada turno, o seu [color]HP vai diminuir mais rápido[/color] que o normal quando for atacado.[WAITBR]Isso quer dizer que você terá que agir mais rapidamente quando receber dano mortal.)","[@](Uważaj, aby nie dać się [color]otruć[/color] ([Poisoned])![WAITBR]Można by pomyśleć, że działa to tak samo jak w Dragon Quest, ale jest zupełnie inaczej![WAITBR]Zamiast zadawać obrażenia co turę, twoje [color]HP spadnie szybciej[/color] niż zwykle po trafieniu.[WAITBR]Oznacza to, że będziesz musiał działać szybciej, jeśli doznasz śmiertelne obrażenia.)","[@](Pass auf, dass du nicht [color]vergiftet[/color] ([Poisoned]) wirst![WAITBR]Du denkst, das ist ein leichtes Spiel für dich, aber wir sind hier nicht unterwegs in Düsterburg![WAITBR]Anstatt jede Runde Schaden zu nehmen, lässt es bei einem Treffer deine [color]KP schneller fallen[/color].[WAITBR]Das heißt auch, du musst schneller handeln, wenn du tödlich verletzt wurdest.)","[@](Будь осторожен — не получи [color]отравление[/color] ([Poisoned]).[WAITBR]Обрати внимание, что оно работает не так, как в той же Final Fantasy![WAITBR]При отравлении, вместо потери ОЗ после каждого хода, твои ОЗ будут снижаться после получения урона, но быстрее обычного.[WAITBR]А это значит — действуй быстро, особенно если получил фатальный урон!)","[@](Будь обережний — не [color]отруїся[/color] ([Poisoned]).[WAITBR]Якщо це станеться, твої [color]ОЗ будуть знижуватися швидше[/color], ніж зазвичай.",
DIALOGUE_PODUNK_MOUSE_POISON_SPEAKER_Noisy_Mouse,Nosy Mouse,Souris fouineuse,Topo ficcanaso,おせっかいなネズミ,박학다식한 쥐,Ratón chismoso,Ratón metomentodo,Rato Fofoqueiro,Ciekawska mysz,Mausige Maus,Любопытная мышь,Допитлива миша,
DIALOGUE_PODUNK_MOUSE_TEA_0,"[@](You must be feeling pretty worn out from battle right now.[WAITBR]Why not take a break then?[WAITBR]I heard drinking tea from a [color]blue kettle[/color] can make you feel [color]good as new[/color].[WAITBR]I would have some myself, but I'm too short to reach it.)","[@](Tu dois te sentir fatigué[LeadArt6] de tous ces combats.[WAITBR]Pourquoi ne pas prendre une pause ?[WAITBR]Il paraît que si tu prends un thé qui a infusé dans une [color]théière bleue[/color], tu te sentiras [color]complètement ragaillardi[LeadArt6][/color].[WAITBR]J'en prendrais bien un moi-même, mais je suis trop petite pour l'atteindre.)","[@](Devi essere proprio stanco per colpa dei combattimenti.[WAITBR]Perché non fare una pausa?[WAITBR]Ho saputo che bere il tè da un [color]bollitore blu[/color] ti farà sentire [color]come nuovo[/color].[WAITBR]Me ne berrei un po' anche io, ma non ci arrivo.)",[@]（たたかいで　つかれてないかい？[WAITBR]ちょっと　ひといき　ついたらいかがかね？[WAITBR]やかんのおちゃを　のめば\nリラックス　できるらしいでっせ。[WAITBR]あっしも　のみたいんだけど\nいかんせん　せが　とどかなくてね・・・）,[@](아마 지금쯤이면 전투에 지쳐있겠지?[WAITBR]쉴 땐 쉬어야지.[WAITBR]이 [color]파란 주전자[/color]에 담긴 차를 마시면 새로 태어난 것\n같이 회복된다고.[WAITBR]나도 마셔보고 싶은데... 키가 안 닿아서 마셔보진 못\n하겠어.),"[@](Debes sentirte bastante agotad[LeadArt6] por la batalla en este momento.[WAITBR]¿Por qué no tomas un descanso?[WAITBR]Escuché que tomando té de una [color]tetera azul[/color] te hace sentir [color]como nuevo[/color].[WAITBR]Yo también tomaría un poco, pero soy demasiado pequeño para alcanzarla.)","[@](El fragor de la batalla debe de ser bastante agotador.[WAITBR]¿Por qué no te tomas un descanso?[WAITBR]He oído que beber té de una [color]tetera azul[/color] puede hacerte sentir [color]como nuevo[/color].[WAITBR]Yo también tomaría un poco, pero no llego a la tetera.)","[@](Você deve estar se sentindo cansado depois de tanto lutar.[WAITBR]Que tal descansar um pouco?[WAITBR]Ouvi dizer que o chá de uma [color]chaleira azul[/color] pode te [color]revigorar completamente[/color]![WAITBR]Eu pegaria um pouco para mim, mas sou muito pequeno para alcançar a chaleira.)","[@](Zapewne czujesz się już zmęczony walką.[WAITBR]Dlaczego więc nie zrobić sobie przerwy?[WAITBR]Słyszałem, że picie herbaty z [color]niebieskiego czajnika[/color] może sprawić, że poczujesz się [color]jak nowy[/color].[WAITBR]Sam bym się napił, ale jestem za niski, żeby dosięgnąć.)","[@](Du musst dich ziemlich erschöpft vom Kampf fühlen.[WAITBR]Warum nimmst du dir dann nicht eine Pause?[WAITBR]Ich habe gehört, dass du dich [color]wie neu fühlst[/color], wenn du aus der [color]blauen Kanne[/color] trinkst.[WAITBR]Ich würde ja selbst gerne was trinken, aber dafür ich bin zu klein.)","[@](Ты, наверное, уже еле держишься на ногах после всех этих битв.[WAITBR]Почему бы не сделать перерыв?[WAITBR]Говорят, если попить чаю из [color]голубого чайника[/color], то ты снова [color]будешь полон сил[/color].[WAITBR]Я бы и сама попила, да только я маленькая и не дотягиваюсь.)","[@](Ти, напевно, вже ледве тримаєшся на ногах після всіх цих бійок.[WAITBR]Чому б не зробити перерву?[WAITBR]Кажуть, якщо попити чаю з [color]блакитного чайника[/color], знову [color]будеш повний сил[/color].[WAITBR]Я би й сама попила, та тільки маленька, не дотягуюся.",
DIALOGUE_PODUNK_MOUSE_TEA_SPEAKER_Noisy_Mouse,Nosy Mouse,Souris fouineuse,Topo ficcanaso,おせっかいなネズミ,박학다식한 쥐,Ratón chismoso,Ratón metomentodo,Rato Fofoqueiro,Ciekawska mysz,Mausige Maus,Любопытная мышь,Допитлива миша,
