key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
BATTLE_MSG_HEAL_STATUS_CONFUSED,{t0}{target} is no longer confused!,{t0}{target} a retrouvé ses esprits ¦,{t0}{target} non è più confus{t6}!,{target}は　きぶんが　よくなった！,{target}{t0} 더 이상 혼란스럽지 않다!,¡{t0}{target} ya no está confundid{t6}!,¡{t0}{target} ya no está confus{t6}!,{t0}{target} não está mais confus{t4},{target} nie jest już zdezorientowan{t5}!,{t0}{t10} ist nicht länger verwirrt!,{target} больше не дезориентирован{t6}!,{target} більше не розгублен{t7}.
BATTLE_MSG_HEAL_STATUS_FORGETFUL,{t0}{target} remembered how to perform {t4} special techniques!,{t0}{target} se souvient de ses techniques spéciales ¦,{t0}{target} si è ricordat{t6} le sue tecniche speciali!,{target}は　とくぎを　おもいだした！,{target}{t0} 스킬에 대해 선명히 기억해냈다!,¡{t0}{target} recordó cómo ejecutar sus habilidades especiales!,¡{t0}{target} ha recordado cómo ejecutar técnicas especiales!,{t0}{target} se lembrou como usa suas habilidades especiais!,"{target} przypomniał{t4} sobie, jak wykonywać techniki specjalne!","{t0}{t10} erinnerte sich wieder, wie {t4}e Spezial-Fertigkeit funktioniert!",{target} вспомнил{t6} свои специальные приёмы!,{target} згада{t6} як виконувати спеціальні здібності!
BATTLE_MSG_HEAL_STATUS_MUSHROOMIZED,The mushroom fell off {t1}{target}'s head!,Le champignon est tombé de la tête {t4}{target} ¦,{t0}{target} non ha più un fungo sulla testa!,キノコが{target}の　あたまから　はずれた！,{target}에게 붙은 버섯이 떨어져 나갔다!,¡El champiñón se cayó de la cabeza {t4}{target}!,¡El champiñón se ha caído de la cabeza {t4}{target}!,O cogumelo caiu da cabeça d{t4} {target}!,Grzyb spadł {t2} z głowy!,Der Pilz fiel von {t11} Kopf!,Гриб с головы {t1} отвалился!,Гриб з голови {t1} відпав!
BATTLE_MSG_HEAL_STATUS_NAUSEA,{t0}{target} is no longer nauseous!,{t0}{target} n'a plus la nausée ¦,{t0}{target} non ha più la nausea!,{target}の　わるいきぶんが　よくなった！,{target}{t0} 구역질을 멈췄다!,¡{target} ya no siente náuseas!,¡{target} ya no siente náuseas!,{t0}{target} não está mais com náusea!,{target} nie ma już mdłości!,{target} ist nicht länger übel!,{t3} больше не тошнит!,{t3} більше не нудить!
BATTLE_MSG_HEAL_STATUS_NUMB,{t0}{target} was able to move again!,{t0}{target} peut de nouveau bouger ¦,{t0}{target} riesce di nuovo a muoversi!,{target}の　しびれがとれた！,{target}의 마비가 풀렸다!,¡{target} pudo moverse de nuevo!,¡{target} puede moverse de nuevo!,{t0}{target} pode se mover de novo!,{target} odzyskał{t4} czucie!,{t0}{t10} ist wieder beweglich!,{target} снова может двигаться!,{target} знову може рухатися!
BATTLE_MSG_HEAL_STATUS_POISONED,The poison was removed from {t1}{target}'s body!,Le poison disparaît du corps {t4}{target} ¦,{t0}{target} non è più avvelenat{t6}!,{target}の　からだの　どくがきえた！,{target}의 독이 사라졌다!,¡El veneno fue eliminado del cuerpo {t4}{target}!,¡El veneno se ha ido del cuerpo {t4}{target}!,O veneno foi removido do corpo d{t4} {target}!,Trucizna została usunięta z ciała {t1}!,Das Gift verschwand aus {t11} Körper!,{target} избавил{t8} от яда в организме!,{target} позбу{t6}ся отрути з організму!
BATTLE_MSG_HEAL_STATUS_ROPE,{t0}{target} escaped from the Rope!,{t0}{target} se libère de la Corde ¦,{t0}{target} si libera dalla Corda!,{t0}{target}は　ロープから　だっしゅつした！,{target}{t0} 로프를 풀고 자유를 되찾았다!,¡{t0}{target} logró liberarse de la Cuerda!,¡{t0}{target} se ha liberado de la Cuerda!,{t0}{target} escapou da Corda!,{target} uwolnił{t4} się z Liny!,{t0}{t10} entkahm den Fesseln!,{target} освободил{t8} от верёвки!,{target} вибра{t6}ся з мотузки!
BATTLE_MSG_HEAL_STATUS_SLEEPING,{t0}{target} woke up!,{t0}{target} se réveille ¦,{t0}{target} si è svegliat{t6}!,{target}は　おきた！,{target}{t0} 잠에서 깨어났다!,¡{t0}{target} se despertó!,¡{t0}{target} se ha despertado!,{t0}{target} acordou!,{target} obudził{t4} się!,{t0}{t10} wachte auf!,{target} проснул{t8}!,{target} прокину{t6}ся!
BATTLE_MSG_HEAL_STATUS_STONE,{t0}{target} softened up!,{t0}{target} n'est plus pétrifié ¦,{t0}{target} non è più pietrificat{t6}!,{target}は　すっかり　やわらかくなった。,{target}{t0} 다시 부드러워졌다!,¡{t0}{target} ya no está petrificad{t6}!,¡{t0}{target} ya no está petrificad{t6}!,{t0}{target} amoleceu!,{target} został{t4} zmiękczon{t5}!,{t0}{t10} ist nicht mehr versteinert!,{target} — больше не камень!,{target} вже більше не камінь!
BATTLE_MSG_HEAL_STATUS_SUNSTROKED,{t0}{target} no longer has sunstroke!,L'insolation {t4}{target} est passée ¦,{t0}{target} non è più ustionat{t6}!,{target}は　にっしゃびょうから　かいふくした。,{target}의 열사병이 다 나았다!,¡{t0}{target} ya no tiene insolación!,¡A {t0}{target} se le ha ido la insolación!,{t0}{target} não está mais com insolação!,{target} pozbył{t4} się udaru słonecznego!,{t0}{t10} hat keinen Sonnenstich mehr!,{target} вылечил{t8} от солнечного удара!,{target} вилікува{t6}ся від сонячного удара!
BATTLE_MSG_HEAL_STATUS_UNCONSCIOUS,{t0}{target} was revived!,{t0}{target} revient à la vie ¦,{t0}{target} è stato rianimat{t6}!,{target}は　カムバックした。,{target}{t0} 되살아났다!,¡{t0}{target} fue revivid{t6}!,¡{t0}{target} ha sido revivid{t6}!,{t0}{target} foi reanimad{t4}!,{target} został{t4} wskrzeszon{t5}!,{t0}{t10} wurde wiederbelebt!,{target} очнул{t8}!,{target} поверну{t6}ся до свідомості!
BATTLE_MSG_HEAL_NONE,It had no effect on {t1}{target}!,Ça n'a aucun effet sur {t1}{target} ¦,Ma non ha alcun effetto su {target}!,{target}には　こうかが　なかった。,{target}에게는 아무런 효과가 없다.,¡No tuvo efecto en {t1}{target}!,¡No ha tenido efecto en {t1}{target}!,Não hove efeito n{t4} {target}!,Nie miało to efektu na {t3}.,Es hatte keinen Effekt auf {t5}{t13}.,{target} не почувствовал{t6} изменений.,{target} не відчу{t6} змін.
BATTLE_MSG_HEAL_ALL,{t0}{target} was healed of all statuses!,{t0}{target} est guéri{t6} de toutes ses altérations d'état ¦,{t0}{target} guarisce da tutti gli stati alterati!,{target}の　じょうたいいじょうが　きえた！,{target}의 상태가 완전히 회복되었다!,¡{t0}{target} fue curad{t6} de todos sus estados!,¡{t0}{target} ha sido curad{t6} de todos sus estados!,{t0}{target} foi curad{t4} de todas as condições!,{target} został{t4} wyleczon{t5} ze swoich statusów!,{t0}{t10} wurde von allen Zuständen befreit!,{target} избавил{t8} от всех недугов!,{target} вилікува{t6}ся від усіх недуг!
BATTLE_MSG_STATS_UP,{t0}{target}'s {stat} went up by {value}!,{stat} {t4}{target} augmente de {value} ¦,{stat} {t4}{target} aumenta di {value}!,{target}の{stat}が　{value}あがった！,{target}의 {stat}{st1} {value}만큼 증가했다!,¡{stat} {t4}{target} aumentó en {value}!,¡{stat} {t4}{target} ha aumentado en {value}!,{stat} d{t4} {target} aumentou em {value}!,{stat} {t1} wzrosła o {value}!,{stat} {t7} {t12} erhöhte sich um {value}!,{stat} {t1} повышена на {value} единиц{v1}!,{stat} {t1} підня{st0}ся на {value}!
BATTLE_MSG_STATS_UP_MAX,{t0}{target}'s {stat} could not go any higher.,{stat} {t4}{target} ne peut pas augmenter davantage.,{stat} {t4}{target} non può aumentare di più!,{target}の{stat}は　これいじょうあがらない！,{target}의 {stat}{st0} 최대치이다.,{stat} {t4}{target} no puede aumentar más.,{stat} {t4}{target} ya no puede aumentar más.,{stat} d{t4} {target} não aumenta mais.,{stat} {t1} nie może bardziej wzrosnąć.,{stat} {t7} {t12} konnte nicht weiter erhöht werden!,{stat} {t1} не может подняться ещё выше.,{stat} {t1} вище не підніметься.
BATTLE_MSG_STATS_DOWN,{t0}{target}'s {stat} went down by {value}!,{stat} {t4}{target} diminue de {value} ¦,{stat} {t4}{target} diminuisce di {value}!,{target}の{stat}が　{value}さがった！,{target}의 {stat}{st1} {value}만큼 감소했다!,¡{stat} {t4}{target} bajó a {value}!,¡{stat} {t4}{target} ha bajado en {value}!,{stat} d{t4} {target} diminuiu em {value}!,{stat} {t1} spadła o {value}!,{stat} {t7} {t12} verringerte sich um {value}!,{stat} {t1} понижена на {value} единиц{v1}!,{stat} {t1} впа{st0} на {value}!
BATTLE_MSG_STATS_DOWN_MAX,{t0}{target}'s {stat} could not go any lower.,{stat} {t4}{target} ne peut pas diminuer davantage.,{stat} {t4}{target} non può diminuire di più!,{target}の{stat}は　これいじょうさがらない！,{target}의 {stat}{st0} 더 이상 감소할 수 없다.,{stat} {t4}{target} no puede disminuir más.,{stat} {t4}{target} ya no puede bajar más.,{stat} d{t4} {target} não reduz mais.,{stat} {t1} nie może spaść niżej.,{stat} {t7} {t12} konnte nicht weiter verringert werden!,{stat} {t1} не может опуститься ещё ниже.,{stat} {t1} нижче не впаде.
BATTLE_MSG_LEVEL_UP,{name} leveled up to {value}!,{name} atteint le niveau {value} ¦,{name} sale al livello {value}!,{name}の　レベルが{value}にあがった！,{name}의 레벨이 {value}{v4} 올랐다!,¡{name} alcanzó el nivel {value}!,¡{name} ha subido al nivel {value}!,{name} subiu pro nível {value}!,{name} awansował{n4} na {value} poziom!,{n11} Level erhöhte sich auf {value}!,{name} достигает {value}-го уровня!,{name} досягну{n6} {value}-го рівня!
BATTLE_MSG_LEVEL_UP_HP,HP raised by {value}.,Ses PV augmentent de {value}.,PS aumentati di {value}.,ＨＰが{value}あがった！,HP가 {value}만큼 증가했다.,Los PV aumentaron en {value}.,Los PV han aumentado en {value}.,O HP aumentou em {value}.,HP zwiększone o {value}.,KP erhöhten sich um {value}.,ОЗ повысились на {value} единиц{v1}.,Очки здоров'я піднялися на {value}.
BATTLE_MSG_LEVEL_UP_PP,PP raised by {value}.,Ses PP augmentent de {value}.,PP aumentati di {value}.,ＰＰが{value}あがった！,PP가 {value}만큼 증가했다.,Los PP aumentaron en {value}.,Los PP han aumentado en {value}.,O PP aumentou em {value}.,PP zwiększone o {value}.,PP erhöhten sich um {value}.,ОП повысились на {value} единиц{v1}.,Очки психокінетики піднялися на {value}.
BATTLE_MSG_LEVEL_UP_IQ,IQ raised by {value}.,Son QI augmente de {value}.,QI aumentato di {value}.,ＩＱが{value}あがった！,IQ가 {value}만큼 증가했다.,El IQ aumentó en {value}.,El CI ha aumentado en {value}.,O QI aumentou em {value}.,IQ zwiększone o {value}.,IQ erhöhte sich um {value}.,IQ повысился на {value} единиц{v1}.,IQ піднявся на {value}.
BATTLE_MSG_LEVEL_UP_OFFENSE,Offense raised by {value}.,Son attaque augmente de {value}.,Attacco aumentato di {value}.,オフェンスが{value}あがった！,오펜스가 {value}만큼 증가했다.,La ofensa aumentó en {value}.,La fuerza ha aumentado en {value}.,O Ataque aumentou em {value}.,Ofensywa zwiększona o {value}.,Angriff erhöhte sich um {value}.,Атака повысилась на {value} единиц{v1}.,Атака піднялась на {value}.
BATTLE_MSG_LEVEL_UP_DEFENSE,Defense raised by {value}.,Sa défense augmente de {value}.,Difesa aumentata di {value}.,ディフェンスが{value}あがった！,디펜스가 {value}만큼 증가했다.,La defensa aumentó en {value}.,La defensa ha aumentado en {value}.,A Defesa aumentou em {value}.,Obrona zwiększona o {value}.,Verteidigung erhöhte sich um {value}.,Защита повысилась на {value} единиц{v1}.,Захист піднявся на {value}.
BATTLE_MSG_LEVEL_UP_SPEED,Speed raised by {value}.,Sa vitesse augmente de {value}.,Velocità aumentata di {value}.,スピードが{value}あがった！,스피드가 {value}만큼 증가했다.,La velocidad aumentó en {value}.,La velocidad ha aumentado en {value}.,A Agilidade aumentou em {value}.,Szybkość zwiększona o {value}.,Geschwindigkeit erhöhte sich um {value}.,Скорость повысилась на {value} единиц{v1}.,Швидкість піднялася на {value}.
BATTLE_MSG_LEVEL_UP_GUTS,Guts raised by {value}.,Sa fougue augmente de {value}.,Combattività aumentata di {value}.,ガッツが{value}あがった！,용기가 {value}만큼 증가했다.,El coraje aumentó en {value}.,Las agallas han aumentado en {value}.,A Coragem aumentou em {value}.,Odwaga zwiększona o {value}.,Mut erhöhte sich um {value}.,Дерзость повысилась на {value} единиц{v1}.,Сміливість піднялася на {value}.
BATTLE_MSG_LEARNING,{n0}{name} learned {skill}{skillLevel}!,{n0}{name} apprend {skill}{skillLevel} ¦,{n0}{name} ha imparato {skill}{skillLevel}!,そして　たたかいのなかで\n{name}は　{skill}{skillLevel}を　おぼえた！,{name}{n0} {skill}{skillLevel}{s2} 배웠다!,¡{name} aprendió {skill}{skillLevel}!,¡{name} ha aprendido {skill}{skillLevel}!,{name} aprendeu {skill}{skillLevel}!,{name} nauczył{n4} się {s1}{skillLevel}!,{n0}{n10} erlernte {skill}{skillLevel}!,{name} познаёт «{s3}{skillLevel}»!,{name} навчи{n6}ся {s2}{skillLevel}!
BATTLE_MSG_BADGE_REVEAL,The Courage Badge turned out to be the Franklin Badge v0.8!,Le Badge du courage était en réalité un Badge Franklin v0.8 ¦,La Medaglia del coraggio si rivela essere la Medaglia Franklin v0.8!,なんと　ゆうきのバッヂは\nフランクリンバッヂβだった！,사실 용기의 배지는 프랭클린 배지 v0.8였다!,¡El Broche de valentía resultó ser el Broche Franklin v0.8!,¡El Broche del coraje ha resultado ser el Broche Franklin v0.8!,O Brasão da Bravura na verdade era o Brasão de Franklin v0.8!,Odznaka Odwagi okazała się być Odznaką Franklina!,Der Mut-Orden war eigentlich ein Franklin-Orden β!,Значок Мужества оказался значком Франклина β!,Значок хоробрості опинився значком Франкліна β!
ARTICLES_NINTEN,",,,,his",",,,,d[fr_eli:Ninten],à ,,le ,x",",,,,di ,a ,o,il ",,"[ko_part:Ninten:0],[ko_part:Ninten:1],[ko_part:Ninten:2],[ko_part:Ninten:3],[ko_part:Ninten:4]",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,[pl_decl:Ninten:M:1],[pl_decl:Ninten:M:2],[pl_decl:Ninten:M:3],,y",",,,,sein,,ihn,von,,,[Ninten],[Ninten][de_gen:Ninten],[Ninten],[Ninten]","[Ninten],[ru_decl:Ninten:M:1],[ru_decl:Ninten:M:2],[ru_decl:Ninten:M:3],[ru_decl:Ninten:M:4],,,ён,ся,ет,его","[Ninten],[uk_decl:Ninten:M:1],[uk_decl:Ninten:M:2],[uk_decl:Ninten:M:3],[uk_decl:Ninten:M:5],,в,ий,е,ить,його"
ARTICLES_ANA,",,,,her",",,,,d[fr_eli:Ana],à ,e,la ,se",",,,,di ,a ,a,la ",,"[ko_part:Ana:0],[ko_part:Ana:1],[ko_part:Ana:2],[ko_part:Ana:3],[ko_part:Ana:4]",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ",",,,,a,sua ","jej,[pl_decl:Ana:F:1],[pl_decl:Ana:F:2],[pl_decl:Ana:F:3],a,a",",,,,ihr,,sie,von,,,[Ana],[Ana][de_gen:Ana],[Ana],[Ana]","[Ana],[ru_decl:Ana:F:1],[ru_decl:Ana:F:2],[ru_decl:Ana:F:3],[ru_decl:Ana:F:4],,а,ена,ась,ет,её","[Ana],[uk_decl:Ana:F:1],[uk_decl:Ana:F:2],[uk_decl:Ana:F:3],[uk_decl:Ana:F:5],,ла,а,е,ить,її"
ARTICLES_LLOYD,",,,,his",",,,,d[fr_eli:Lloyd],à ,,le ,x",",,,,di ,a ,o,il ",,"[ko_part:Lloyd:0],[ko_part:Lloyd:1],[ko_part:Lloyd:2],[ko_part:Lloyd:3],[ko_part:Lloyd:4]",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,[pl_decl:Lloyd:M:1],[pl_decl:Lloyd:M:2],[pl_decl:Lloyd:M:3],,y",",,,,sein,,ihn,von,,,[Lloyd],[Lloyd][de_gen:Lloyd],[Lloyd],[Lloyd]","[Lloyd],[ru_decl:Lloyd:M:1],[ru_decl:Lloyd:M:2],[ru_decl:Lloyd:M:3],[ru_decl:Lloyd:M:4],,,ён,ся,ет,его","[Lloyd],[uk_decl:Lloyd:M:1],[uk_decl:Lloyd:M:2],[uk_decl:Lloyd:M:3],[uk_decl:Lloyd:M:5],,в,ий,е,ить,його"
ARTICLES_TEDDY,",,,,his",",,,,d[fr_eli:Teddy],à ,,le ,x",",,,,di ,a ,o,il ",,"[ko_part:Teddy:0],[ko_part:Teddy:1],[ko_part:Teddy:2],[ko_part:Teddy:3],[ko_part:Teddy:4]",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,[pl_decl:Teddy:M:1],[pl_decl:Teddy:M:2],[pl_decl:Teddy:M:3],,y",",,,,sein,,ihn,von,,,[Teddy],[Teddy][de_gen:Teddy],[Teddy],[Teddy]","[Teddy],[ru_decl:Teddy:M:1],[ru_decl:Teddy:M:2],[ru_decl:Teddy:M:3],[ru_decl:Teddy:M:4],,,ён,ся,ет,его","[Teddy],[uk_decl:Teddy:M:1],[uk_decl:Teddy:M:2],[uk_decl:Teddy:M:3],[uk_decl:Teddy:M:5],,в,ий,е,ить,його"
ARTICLES_PIPPI,",,,,her",",,,,d[fr_eli:Pippi],à ,e,la ,se",",,,,di ,a ,a,la ",,"[ko_part:Pippi:0],[ko_part:Pippi:1],[ko_part:Pippi:2],[ko_part:Pippi:3],[ko_part:Pippi:4]",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ",",,,,a,sua ","jej,[pl_decl:Pippi:F:1],[pl_decl:Pippi:F:2],[pl_decl:Pippi:F:3],a,a",",,,,ihr,,sie,von,,,[Pippi],[Pippi][de_gen:Pippi],[Pippi],[Pippi]","[Pippi],[ru_decl:Pippi:F:1],[ru_decl:Pippi:F:2],[ru_decl:Pippi:F:3],[ru_decl:Pippi:F:4],,а,ена,ась,ет,её","[Pippi],[uk_decl:Pippi:F:1],[uk_decl:Pippi:F:2],[uk_decl:Pippi:F:3],[uk_decl:Pippi:F:5],,ла,а,е,ить,її"
ARTICLES_FLYINGMAN,",,,,his",",,,,de ,à ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,El ,el ,del ,al ,o,el ","El ,el ,El ,el ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Latającego Pana,Latającemu Panu,Latającego Pana,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Fliegende Mann,Fliegenden Mannes,Fliegenden Mann,Fliegenden Mann","полётчик,полётчика,полётчику,полётчика,полётчике,,,ён,ся,ет,его","льотчик,льотчика,льотчику,льотчика,льотчику,,в,ий,е,ить,його"
ARTICLES_CANARYCHICK,"The ,the ,The ,the ,its","Le ,le ,Le ,le ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,El ,el ,del ,al ,o,el ","La ,la ,La ,la ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jego,Kanarka,Kanarkowki,Kanarka,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Kanarienküken,Kanarienkükens,Kanarienküken,Kanarienküken","птенец канарейки,птенца канарейки,птенцу канарейки,птенца канарейки,птенце канарейки,,,ён,ся,ет,его","пташеня канарки,пташеняти канарки,пташеняті канарки,пташеня канарки,пташеняті канарки,,ло,е,е,ить,його"
ARTICLES_EVE,",,,,her",",,,,d',à ,e,la ,se",",,,,di ,a ,a,la ",,"는,가,를,와,로",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ",",,,,a,sua ","jej,EVE,EVE,EVE,a,a",",,,,ihr,,sie,von,,,EVE,EVEs,EVE,EVE","ЕВА,ЕВЫ,ЕВЕ,ЕВУ,ЕВЕ,,а,ена,ась,ет,её","ЄВА,ЄВИ,ЄВІ,ЄВУ,ЄВІ,,ла,а,е,ить,її"
ARTICLES_DEFAULT,",,,,its",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"은,이,을,과,으로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,{0},{0},{0},,y",",,,,sein,,ihn,von,,,{0},{0}s,{0},{0}","{0},{0},{0},{0},{0},,,ён,ся,ет,его","{0},{0},{0},{0},{0},,в,ий,е,ить,його"
BATTLE_NAME_ENEMIES,enemies,ennemis,nemici,てきたち,적들,enemigos,enemigos,inimigos,Grupa wrogów,Gegner,Враги,Вороги
BATTLE_NAME_ENEMIES_ART,"The ,the ,The ,the ,their","Les ,les ,Les ,les ,des ,aux ,s,les ,x","I ,i ,Dei ,dei ,dei ,ai ,i,i ",,"은,이,을,과,로","Los ,los ,Los ,los ,de los ,a los ,os,los ","Los ,los ,Los ,los ,de los ,a los ,os,los ","Os ,os ,Uns ,uns ,os,seus ","jej,Grupy wrogów,Grupie wrogów,Grupę wrogów,a,a","Die ,die ,Die ,die ,ihr,die ,sie,von den,,,Gegner,Gegner,Gegnern,Gegner","враги,врагов,врагам,врагов,врагах,,и,ены,ись,ет,их","вороги,ворогів,ворогам,ворогів,,,ли,і,ють,ять,їх"
BATTLE_NAME_ALLIES,{target}'s party,équipe {t4}{target},gruppo di {target},{target}たち,{target} 일행,equipo de {target},equipo de {target},equipe de {target},Drużyna {t1},{t11} Team,Команда {t1},Команда {t1}
BATTLE_NAME_ALLIES_ART,",,,,their","L',l',L',l',de l',à l',e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,El ,el ,del ,al ,o,el ","El ,el ,El ,el ,del ,al ,o,el ","A ,a ,,,a,sua ","jej,Drużyny {t1},Drużynie {t1},Drużynę {t1},a,a",",,,,sein,,es,von,,,{t11} Team,{t11} Teams,{t11} Team,{t11} Team","команда {t1},команды {t1},команде {t1},команду {t1},команде {t1},,а,ена,ась,ют,её","команда {t1},команди {t1},команді {t1},команду {t1},,,ла,а,е,ить,її"
BATTLE_LETTER_WHITESPACE, ,,,​, ,,,,,,,
BATTLE_LETTER_SPACING,{0} {1},,,{0}{1},{0} {1},,,,,,,
BATTLE_LETTER_ALPHABET,ABCDEFGHIJKLMNOPQRSTUVWXYZ,,ABCDEFGHILMNOPQRSTUVZ,ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ,,,,,,,,АБВГҐДЕЄЖЗИІЇЙКЛМНОПРСТУФХЦЧШЩЬЮЯ
